0 [1.0, 1.0] [0.81, 1.59] [1.0, 1.0]
1 [2.0, 1.0] [1.62, 2.18] [2.0, 1.0]
2 [2.99, 1.0] [2.42, 2.78] [3.0, 1.0]
3 [3.83, 1.0] [3.24, 3.35] [3.04, 1.0]
4 [4.82, 1.0] [4.06, 3.92] [4.02, 1.0]
5 [5.77, 0.99] [4.88, 4.49] [4.98, 1.0]
6 [6.57, 0.96] [5.66, 5.11] [5.85, 1.0]
7 [7.25, 0.93] [6.32, 5.85] [6.76, 1.0]
8 [7.42, 0.91] [6.86, 6.67] [7.36, 1.0]
