0 [1.0, 1.0] [0.97, 1.22] [1.0, 1.0]
1 [2.0, 1.0] [1.84, 1.72] [2.0, 1.0]
2 [2.98, 1.0] [2.7, 2.23] [3.0, 1.0]
3 [3.26, 1.0] [3.54, 2.78] [4.0, 1.0]
4 [4.22, 1.0] [4.34, 3.38] [5.0, 1.0]
5 [5.08, 1.0] [5.1, 4.03] [6.0, 1.0]
6 [5.32, 1.0] [5.76, 4.78] [6.98, 1.0]
7 [6.0, 1.0] [6.19, 5.68] [7.0, 0.91]
8 [6.36, 1.0] [6.76, 6.49] [7.31, 1.01]
